./pthread_arena.elf 10 100 6 1	 
0x7f8984000900 -2080372480 69
0x7f8984001960 -2080368288 32
0x7f8984001990 -2080368240 25
0x7f89840019c0 -2080368192 54
0x7f8984001a00 -2080368128 58
0x7f8984001a50 -2080368048 17
0x7f8984001960 -2080368288 39
0x7f8984001990 -2080368240 30
0x7f89840019c0 -2080368192 81
0x7f8984001a20 -2080368096 70
0x7f8984001a70 -2080368016 55
0x7f8984001ab0 -2080367952 42
0x7f89840019a0 -2080368224 21
0x7f89840019c0 -2080368192 4
0x7f89840019e0 -2080368160 88
0x7f8984001a40 -2080368064 5
0x7f8984001a60 -2080368032 30
0x7f8984001a90 -2080367984 16
0x7f89840019e0 -2080368160 22
0x7f8984001a00 -2080368128 21
0x7f8984001a20 -2080368096 66
0x7f8984001a70 -2080368016 78
0x7f8984001ad0 -2080367920 77
0x7f8984001b30 -2080367824 18
0x7f8984001a20 -2080368096 1
0x7f8984001a40 -2080368064 12
0x7f8984001a60 -2080368032 81
0x7f8984001ac0 -2080367936 96
0x7f8984001b30 -2080367824 53
0x7f8984001b70 -2080367760 8
0x7f8984001a60 -2080368032 11
0x7f8984001a80 -2080368000 76
0x7f8984001ae0 -2080367904 34
0x7f8984001b10 -2080367856 27
0x7f8984001b40 -2080367808 67
0x7f8984001b90 -2080367728 57
0x7f8984001aa0 -2080367968 89
0x7f8984001b10 -2080367856 7
0x7f8984001b30 -2080367824 0
0x7f8984001b50 -2080367792 3
0x7f8984001b70 -2080367760 16
0x7f8984001b90 -2080367728 29
0x7f8984001ae0 -2080367904 5
0x7f8984001b00 -2080367872 62
0x7f8984001b50 -2080367792 60
0x7f8984001ba0 -2080367712 65
0x7f8984001bf0 -2080367632 55
0x7f8984001c30 -2080367568 41
0x7f8984001b20 -2080367840 67
0x7f8984001b70 -2080367760 2
0x7f8984001b90 -2080367728 70
0x7f8984001be0 -2080367648 52
0x7f8984001c20 -2080367584 50
0x7f8984001c60 -2080367520 31
0x7f8984001b60 -2080367776 65
0x7f8984001bb0 -2080367696 13
0x7f8984001bd0 -2080367664 23
0x7f8984001bf0 -2080367632 22
0x7f8984001c10 -2080367600 88
0x7f8984001c70 -2080367504 89
