./pthread_arena.elf 10 100 6 1	 
0x7f3e84000900 -2080372480 73
0x7f3e84001970 -2080368272 4
0x7f3e84001990 -2080368240 6
0x7f3e840019b0 -2080368208 64
0x7f3e84001a00 -2080368128 3
0x7f3e84001a20 -2080368096 20
0x7f3e84001970 -2080368272 29
0x7f3e840019a0 -2080368224 61
0x7f3e840019f0 -2080368144 72
0x7f3e84000940 -2080372416 21
0x7f3e84001a40 -2080368064 59
0x7f3e84001a90 -2080367984 86
0x7f3e840019b0 -2080368208 72
0x7f3e84000940 -2080372416 20
0x7f3e84001a00 -2080368128 15
0x7f3e84001a20 -2080368096 14
0x7f3e84001a40 -2080368064 49
0x7f3e84001a80 -2080368000 8
0x7f3e840019f0 -2080368144 77
0x7f3e84000940 -2080372416 22
0x7f3e84001a50 -2080368048 30
0x7f3e84001a80 -2080368000 65
0x7f3e84001ad0 -2080367920 7
0x7f3e84001af0 -2080367888 61
0x7f3e84000940 -2080372416 21
0x7f3e84001a30 -2080368080 93
0x7f3e84001aa0 -2080367968 39
0x7f3e84001ad0 -2080367920 65
0x7f3e84001b20 -2080367840 21
0x7f3e84001b40 -2080367808 23
0x7f3e84001a70 -2080368016 69
0x7f3e84001ac0 -2080367936 75
0x7f3e84000940 -2080372416 9
0x7f3e84001b20 -2080367840 54
0x7f3e84001b60 -2080367776 34
0x7f3e84001b90 -2080367728 64
0x7f3e84001ab0 -2080367952 98
0x7f3e84000940 -2080372416 6
0x7f3e84001b20 -2080367840 77
0x7f3e84001b80 -2080367744 48
0x7f3e84001bc0 -2080367680 35
0x7f3e84001bf0 -2080367632 41
0x7f3e84000940 -2080372416 0
0x7f3e84001af0 -2080367888 74
0x7f3e84001b50 -2080367792 64
0x7f3e84001ba0 -2080367712 90
0x7f3e84001c10 -2080367600 76
0x7f3e84001c70 -2080367504 88
0x7f3e84001b30 -2080367824 29
0x7f3e84001b60 -2080367776 62
0x7f3e84001bb0 -2080367696 59
0x7f3e84001c00 -2080367616 71
0x7f3e84001c50 -2080367536 41
0x7f3e84001c90 -2080367472 90
0x7f3e84001b70 -2080367760 72
0x7f3e84001bc0 -2080367680 59
0x7f3e84001c10 -2080367600 92
0x7f3e84000940 -2080372416 5
0x7f3e84001c80 -2080367488 30
0x7f3e84001cb0 -2080367440 31
