./pthread_arena.elf 10 100 6 1	 
0x7fbe64000900 1677723904 50
0x7fbe64001950 1677728080 21
0x7fbe64001970 1677728112 61
0x7fbe640019c0 1677728192 59
0x7fbe64001a10 1677728272 79
0x7fbe64001a70 1677728368 23
0x7fbe64001950 1677728080 42
0x7fbe64001990 1677728144 30
0x7fbe640019c0 1677728192 9
0x7fbe640019e0 1677728224 75
0x7fbe64001a40 1677728320 15
0x7fbe64001a60 1677728352 52
0x7fbe64001990 1677728144 35
0x7fbe640019c0 1677728192 44
0x7fbe64001a00 1677728256 47
0x7fbe64001a40 1677728320 4
0x7fbe64001a60 1677728352 11
0x7fbe64001a80 1677728384 41
0x7fbe640019d0 1677728208 90
0x7fbe64001a40 1677728320 66
0x7fbe64001a90 1677728400 30
0x7fbe64001ac0 1677728448 27
0x7fbe64001af0 1677728496 67
0x7fbe64001b40 1677728576 9
0x7fbe64001a10 1677728272 79
0x7fbe64001a70 1677728368 63
0x7fbe64001ac0 1677728448 51
0x7fbe64001b00 1677728512 44
0x7fbe64001b40 1677728576 75
0x7fbe64001ba0 1677728672 80
0x7fbe64001a50 1677728336 80
0x7fbe64001ab0 1677728432 60
0x7fbe64001b00 1677728512 74
0x7fbe64001b60 1677728608 91
0x7fbe64001bd0 1677728720 57
0x7fbe64001c20 1677728800 63
0x7fbe64001a90 1677728400 99
0x7fbe64001b00 1677728512 87
0x7fbe64001b60 1677728608 28
0x7fbe64001b90 1677728656 30
0x7fbe64001bc0 1677728704 13
0x7fbe64001be0 1677728736 28
0x7fbe64001ad0 1677728464 48
0x7fbe64001b10 1677728528 72
0x7fbe64001b60 1677728608 43
0x7fbe64001ba0 1677728672 10
0x7fbe64001bc0 1677728704 80
0x7fbe64001c20 1677728800 74
0x7fbe64001b10 1677728528 64
0x7fbe64001b60 1677728608 84
0x7fbe64001bc0 1677728704 0
0x7fbe64001be0 1677728736 94
0x7fbe64001c50 1677728848 93
0x7fbe64001cc0 1677728960 78
0x7fbe64001b50 1677728592 59
0x7fbe64001ba0 1677728672 29
0x7fbe64001bd0 1677728720 39
0x7fbe64001c00 1677728768 27
0x7fbe64001c30 1677728816 99
0x7fbe64001ca0 1677728928 46
